path,area,language,loc,subsystem,review_owner,review_status,risk,findings
app/services/cartography/project_memory.py,backend,py,604,services/cartography,,pending,,
app/services/cartography_runtime.py,backend,py,937,services,,pending,,
app/services/cartography_service.py,backend,py,243,services,,pending,,
app/services/chat/__init__.py,backend,py,17,services/chat,,pending,,
app/services/chat/context/__init__.py,backend,py,83,services/chat,,pending,,
app/services/chat/context/formatters.py,backend,py,117,services/chat,,pending,,
app/services/chat/context/geometry.py,backend,py,33,services/chat,,pending,,
app/services/chat/context/history_compression.py,backend,py,261,services/chat,,pending,,
app/services/chat/context/layer_schema.py,backend,py,254,services/chat,,pending,,
app/services/chat/context/session_overview.py,backend,py,93,services/chat,,pending,,
app/services/chat/context_assembler.py,backend,py,715,services/chat,,pending,,
app/services/chat/context_budget.py,backend,py,425,services/chat,,pending,,
app/services/chat/context_builder.py,backend,py,372,services/chat,,pending,,
app/services/chat/context_policy.py,backend,py,751,services/chat,,pending,,
app/services/chat/context_projections.py,backend,py,203,services/chat,,pending,,
app/services/chat/decision_log.py,backend,py,140,services/chat,,pending,,
app/services/chat/engine_instance.py,backend,py,37,services/chat,,pending,,
app/services/chat/event_resume.py,backend,py,406,services/chat,,pending,,
app/services/chat/execution_engine.py,backend,py,2794,services/chat,,pending,,
app/services/chat/llm_client.py,backend,py,761,services/chat,,pending,,
app/services/chat/model_config.py,backend,py,90,services/chat,,pending,,
app/services/chat/model_routing_bridge.py,backend,py,177,services/chat,,pending,,
app/services/chat/model_runtime/__init__.py,backend,py,32,services/chat,,pending,,
app/services/chat/model_runtime/descriptors.py,backend,py,182,services/chat,,pending,,
app/services/chat/model_runtime/health.py,backend,py,191,services/chat,,pending,,
app/services/chat/model_runtime/provider.py,backend,py,186,services/chat,,pending,,
app/services/chat/model_runtime/roles.py,backend,py,188,services/chat,,pending,,
app/services/chat/model_runtime/routing.py,backend,py,257,services/chat,,pending,,
app/services/chat/no_progress.py,backend,py,259,services/chat,,pending,,
app/services/chat/pi_event_mapper.py,backend,py,359,services/chat,,pending,,
app/services/chat/pi_native_surface.py,backend,py,536,services/chat,,pending,,
app/services/chat/pi_rpc_client.py,backend,py,612,services/chat,,pending,,
app/services/chat/pi_turn_context.py,backend,py,435,services/chat,,pending,,
app/services/chat/plan_orchestrator.py,backend,py,930,services/chat,,pending,,
app/services/chat/planner.py,backend,py,59,services/chat,,pending,,
app/services/chat/project_context_cache.py,backend,py,161,services/chat,,pending,,
app/services/chat/prompt.py,backend,py,125,services/chat,,pending,,
app/services/chat/schema_compression.py,backend,py,135,services/chat,,pending,,
app/services/chat/semantic_retrieval.py,backend,py,912,services/chat,,pending,,
app/services/chat/session_cancellation.py,backend,py,153,services/chat,,pending,,
app/services/chat/tool_pipeline.py,backend,py,325,services/chat,,pending,,
app/services/chat/tool_retrieval.py,backend,py,353,services/chat,,pending,,
app/services/chat/tool_semantic_retrieval.py,backend,py,177,services/chat,,pending,,
app/services/chat/tool_surface_v3.py,backend,py,824,services/chat,,pending,,
app/services/chat/turn_recovery.py,backend,py,75,services/chat,,pending,,
app/services/chat/v6_context_blocks.py,backend,py,574,services/chat,,pending,,
app/services/chat_engine.py,backend,py,41,services,,pending,,
app/services/collab/__init__.py,backend,py,13,services/collab,,pending,,
app/services/collab/artifact_status.py,backend,py,52,services/collab,,pending,,
app/services/collab/bus.py,backend,py,306,services/collab,,pending,,
app/services/collab/delta.py,backend,py,240,services/collab,,pending,,
app/services/collab/leases.py,backend,py,321,services/collab,,pending,,
app/services/collab/presence.py,backend,py,292,services/collab,,pending,,
app/services/data_catalog/__init__.py,backend,py,0,services/data_catalog,,pending,,
app/services/data_catalog/catalog.py,backend,py,413,services/data_catalog,,pending,,
app/services/data_catalog/lineage_query.py,backend,py,300,services/data_catalog,,pending,,
app/services/data_fabric/adapters/__init__.py,backend,py,43,services/data_fabric,,pending,,
app/services/data_fabric/adapters/arcgis_adapter.py,backend,py,561,services/data_fabric,,pending,,
app/services/data_fabric/adapters/flatgeobuf_adapter.py,backend,py,801,services/data_fabric,,pending,,
app/services/data_fabric/adapters/geoparquet_adapter.py,backend,py,1508,services/data_fabric,,pending,,
app/services/data_fabric/adapters/ogc_api_adapter.py,backend,py,515,services/data_fabric,,pending,,
app/services/data_fabric/adapters/pmtiles_adapter.py,backend,py,870,services/data_fabric,,pending,,
app/services/data_fabric/adapters/postgis_adapter.py,backend,py,1434,services/data_fabric,,pending,,
app/services/data_fabric/adapters/s3_storage_seam.py,backend,py,394,services/data_fabric,,pending,,
app/services/data_fabric/adapters/stac_adapter.py,backend,py,864,services/data_fabric,,pending,,
app/services/data_fabric/adapters/wfs_adapter.py,backend,py,630,services/data_fabric,,pending,,
app/services/data_fabric/adapters/wms_wmts_adapter.py,backend,py,492,services/data_fabric,,pending,,
app/services/data_fabric/arrow_ops.py,backend,py,381,services/data_fabric,,pending,,
app/services/data_fabric/base_adapter.py,backend,py,85,services/data_fabric,,pending,,
app/services/data_fabric/circuit_breaker.py,backend,py,214,services/data_fabric,,pending,,
app/services/data_fabric/connection_manager.py,backend,py,357,services/data_fabric,,pending,,
app/services/data_fabric/errors.py,backend,py,260,services/data_fabric,,pending,,
app/services/data_fabric/fabric/__init__.py,backend,py,35,services/data_fabric,,pending,,
app/services/data_fabric/fabric/arrow_lane.py,backend,py,117,services/data_fabric,,pending,,
app/services/data_fabric/fabric/connection_registry.py,backend,py,544,services/data_fabric,,pending,,
app/services/data_fabric/fabric/counters.py,backend,py,88,services/data_fabric,,pending,,
app/services/data_fabric/fabric/feedback.py,backend,py,333,services/data_fabric,,pending,,
app/services/data_fabric/fabric/probing.py,backend,py,327,services/data_fabric,,pending,,
app/services/data_fabric/fabric/result_cache.py,backend,py,305,services/data_fabric,,pending,,
app/services/data_fabric/fabric/source_facts.py,backend,py,436,services/data_fabric,,pending,,
app/services/data_fabric/fingerprint.py,backend,py,70,services/data_fabric,,pending,,
app/services/data_fabric/health.py,backend,py,240,services/data_fabric,,pending,,
app/services/data_fabric/limits.py,backend,py,129,services/data_fabric,,pending,,
app/services/data_fabric/manager.py,backend,py,722,services/data_fabric,,pending,,
app/services/data_fabric/materialization_service.py,backend,py,563,services/data_fabric,,pending,,
app/services/data_fabric/metadata.py,backend,py,167,services/data_fabric,,pending,,
app/services/data_fabric/metadata_cache.py,backend,py,128,services/data_fabric,,pending,,
app/services/data_fabric/query/__init__.py,backend,py,55,services/data_fabric,,pending,,
app/services/data_fabric/query/accumulators.py,backend,py,342,services/data_fabric,,pending,,
app/services/data_fabric/query/capabilities.py,backend,py,254,services/data_fabric,,pending,,
app/services/data_fabric/query/compilers.py,backend,py,559,services/data_fabric,,pending,,
app/services/data_fabric/query/evidence.py,backend,py,96,services/data_fabric,,pending,,
app/services/data_fabric/query/execution.py,backend,py,174,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/__init__.py,backend,py,35,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/adaptive.py,backend,py,187,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/bloom.py,backend,py,243,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/costing.py,backend,py,379,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/enumerator.py,backend,py,956,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/executor.py,backend,py,949,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/explain.py,backend,py,165,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/logical.py,backend,py,382,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/physical.py,backend,py,229,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/planner.py,backend,py,331,services/data_fabric,,pending,,
app/services/data_fabric/query/federated/spatial_stats.py,backend,py,254,services/data_fabric,,pending,,
app/services/data_fabric/query/federation.py,backend,py,2188,services/data_fabric,,pending,,
app/services/data_fabric/query/feedback.py,backend,py,133,services/data_fabric,,pending,,
app/services/data_fabric/query/models.py,backend,py,408,services/data_fabric,,pending,,
app/services/data_fabric/query/normalize.py,backend,py,447,services/data_fabric,,pending,,
app/services/data_fabric/query/optimizer.py,backend,py,257,services/data_fabric,,pending,,
app/services/data_fabric/query/planner.py,backend,py,574,services/data_fabric,,pending,,
app/services/data_fabric/query/predicates.py,backend,py,589,services/data_fabric,,pending,,
app/services/data_fabric/query/pushdown.py,backend,py,341,services/data_fabric,,pending,,
app/services/data_fabric/query/selectivity.py,backend,py,182,services/data_fabric,,pending,,
app/services/data_fabric/query/statistics.py,backend,py,587,services/data_fabric,,pending,,
app/services/data_fabric/registry.py,backend,py,211,services/data_fabric,,pending,,
app/services/data_fabric/reliability.py,backend,py,179,services/data_fabric,,pending,,
app/services/data_fabric/security.py,backend,py,492,services/data_fabric,,pending,,
app/services/data_fabric/spatial_catalog.py,backend,py,207,services/data_fabric,,pending,,
app/services/data_fabric/spatial_index_runtime.py,backend,py,216,services/data_fabric,,pending,,
app/services/data_fabric/streaming.py,backend,py,234,services/data_fabric,,pending,,
app/services/data_fabric/vector_carrier.py,backend,py,644,services/data_fabric,,pending,,
app/services/data_ingest/__init__.py,backend,py,0,services/data_ingest,,pending,,
app/services/data_ingest/pipeline.py,backend,py,296,services/data_ingest,,pending,,
app/services/data_ingest/repair_planning.py,backend,py,264,services/data_ingest,,pending,,
app/services/data_lifecycle/__init__.py,backend,py,0,services/data_lifecycle,,pending,,
app/services/data_lifecycle/gc.py,backend,py,151,services/data_lifecycle,,pending,,
app/services/data_lifecycle/quota.py,backend,py,891,services/data_lifecycle,,pending,,
app/services/data_lifecycle/service.py,backend,py,387,services/data_lifecycle,,pending,,
app/services/data_parser.py,backend,py,432,services,,pending,,
app/services/data_profile/__init__.py,backend,py,0,services/data_profile,,pending,,
app/services/data_profile/profiler.py,backend,py,556,services/data_profile,,pending,,
app/services/data_quality/__init__.py,backend,py,27,services/data_quality,,pending,,
app/services/data_quality/repair_execution.py,backend,py,271,services/data_quality,,pending,,
app/services/data_quality/repair_plan.py,backend,py,195,services/data_quality,,pending,,
app/services/distributed_lock.py,backend,py,479,services,,pending,,
app/services/durable_blob_store.py,backend,py,549,services,,pending,,
app/services/explorer/__init__.py,backend,py,1,services/explorer,,pending,,
app/services/explorer/discover_stage.py,backend,py,54,services/explorer,,pending,,
app/services/explorer/fetch_stage.py,backend,py,120,services/explorer,,pending,,
app/services/explorer/geocode_stage.py,backend,py,357,services/explorer,,pending,,
app/services/explorer/intent_detector.py,backend,py,130,services/explorer,,pending,,
app/services/explorer/models.py,backend,py,97,services/explorer,,pending,,
app/services/explorer/orchestrator.py,backend,py,677,services/explorer,,pending,,
app/services/explorer/parse_stage.py,backend,py,147,services/explorer,,pending,,
app/services/explorer/pipeline.py,backend,py,151,services/explorer,,pending,,
app/services/explorer/quality_engine.py,backend,py,160,services/explorer,,pending,,
app/services/explorer/validate_stage.py,backend,py,89,services/explorer,,pending,,
app/services/geocode_strategy.py,backend,py,187,services,,pending,,
app/services/geocompute/__init__.py,backend,py,85,services/geocompute,,pending,,
app/services/geocompute/_async_bridge.py,backend,py,142,services/geocompute,,pending,,
app/services/geocompute/api.py,backend,py,237,services/geocompute,,pending,,
app/services/geocompute/budgets.py,backend,py,427,services/geocompute,,pending,,
app/services/geocompute/cluster/__init__.py,backend,py,57,services/geocompute,,pending,,
app/services/geocompute/cluster/capabilities.py,backend,py,195,services/geocompute,,pending,,
app/services/geocompute/cluster/contracts.py,backend,py,227,services/geocompute,,pending,,
app/services/geocompute/cluster/errors.py,backend,py,19,services/geocompute,,pending,,
app/services/geocompute/cluster/events.py,backend,py,286,services/geocompute,,pending,,
app/services/geocompute/cluster/fairness.py,backend,py,69,services/geocompute,,pending,,
app/services/geocompute/cluster/locality.py,backend,py,291,services/geocompute,,pending,,
app/services/geocompute/cluster/metrics.py,backend,py,125,services/geocompute,,pending,,
app/services/geocompute/cluster/object_cache.py,backend,py,155,services/geocompute,,pending,,
app/services/geocompute/cluster/placement.py,backend,py,145,services/geocompute,,pending,,
app/services/geocompute/cluster/scheduler.py,backend,py,725,services/geocompute,,pending,,
app/services/geocompute/cluster/store.py,backend,py,1394,services/geocompute,,pending,,
app/services/geocompute/cluster/workers.py,backend,py,178,services/geocompute,,pending,,
app/services/geocompute/drift.py,backend,py,147,services/geocompute,,pending,,
app/services/geocompute/durable.py,backend,py,329,services/geocompute,,pending,,
app/services/geocompute/errors.py,backend,py,155,services/geocompute,,pending,,
app/services/geocompute/executor.py,backend,py,1505,services/geocompute,,pending,,
app/services/geocompute/graph.py,backend,py,262,services/geocompute,,pending,,
app/services/geocompute/normalization.py,backend,py,127,services/geocompute,,pending,,
app/services/geocompute/ops.py,backend,py,711,services/geocompute,,pending,,
app/services/geocompute/plan.py,backend,py,324,services/geocompute,,pending,,
app/services/geocompute/replay.py,backend,py,111,services/geocompute,,pending,,
app/services/geocompute/reproducibility.py,backend,py,178,services/geocompute,,pending,,
app/services/geocompute/resource_counter.py,backend,py,296,services/geocompute,,pending,,
app/services/geocompute/reuse_index.py,backend,py,185,services/geocompute,,pending,,
app/services/geocompute/run_evidence.py,backend,py,345,services/geocompute,,pending,,
app/services/geocompute/tasks.py,backend,py,431,services/geocompute,,pending,,
app/services/geocompute/tracing.py,backend,py,73,services/geocompute,,pending,,
app/services/gis_harness/__init__.py,backend,py,64,services/gis_harness,,pending,,
app/services/gis_harness/action_intent.py,backend,py,400,services/gis_harness,,pending,,
app/services/gis_harness/analysis_graph.py,backend,py,302,services/gis_harness,,pending,,
app/services/gis_harness/completion/__init__.py,backend,py,189,services/gis_harness,,pending,,
app/services/gis_harness/completion/contracts.py,backend,py,519,services/gis_harness,,pending,,
app/services/gis_harness/completion/inputs.py,backend,py,213,services/gis_harness,,pending,,
app/services/gis_harness/completion/map_verification.py,backend,py,349,services/gis_harness,,pending,,
app/services/gis_harness/completion/pipeline.py,backend,py,839,services/gis_harness,,pending,,
app/services/gis_harness/completion/repairs.py,backend,py,163,services/gis_harness,,pending,,
app/services/gis_harness/completion/unified_findings.py,backend,py,286,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/__init__.py,backend,py,22,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/artifacts.py,backend,py,117,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/components.py,backend,py,115,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/execution.py,backend,py,104,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/layers.py,backend,py,163,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/layout.py,backend,py,64,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/observation.py,backend,py,194,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/semantics.py,backend,py,189,services/gis_harness,,pending,,
app/services/gis_harness/completion/validators/viewport_export.py,backend,py,83,services/gis_harness,,pending,,
app/services/gis_harness/component_composer.py,backend,py,314,services/gis_harness,,pending,,
app/services/gis_harness/component_resolver.py,backend,py,312,services/gis_harness,,pending,,
app/services/gis_harness/components.py,backend,py,1263,services/gis_harness,,pending,,
app/services/gis_harness/continuation.py,backend,py,198,services/gis_harness,,pending,,
app/services/gis_harness/data_qualification.py,backend,py,540,services/gis_harness,,pending,,
app/services/gis_harness/durable_context.py,backend,py,195,services/gis_harness,,pending,,
app/services/gis_harness/failure_taxonomy.py,backend,py,382,services/gis_harness,,pending,,
app/services/gis_harness/fallback_v3.py,backend,py,162,services/gis_harness,,pending,,
app/services/gis_harness/gis_ontology.py,backend,py,1840,services/gis_harness,,pending,,
app/services/gis_harness/goal_graph.py,backend,py,494,services/gis_harness,,pending,,
app/services/gis_harness/intent.py,backend,py,897,services/gis_harness,,pending,,
app/services/gis_harness/knowledge_tools.py,backend,py,210,services/gis_harness,,pending,,
app/services/gis_harness/map_completion.py,backend,py,41,services/gis_harness,,pending,,
app/services/gis_harness/observation_states.py,backend,py,172,services/gis_harness,,pending,,
app/services/gis_harness/plan_candidates.py,backend,py,534,services/gis_harness,,pending,,
app/services/gis_harness/plan_graph.py,backend,py,540,services/gis_harness,,pending,,
app/services/gis_harness/planner.py,backend,py,1476,services/gis_harness,,pending,,
app/services/gis_harness/planner_runtime.py,backend,py,60,services/gis_harness,,pending,,
app/services/gis_harness/product_action.py,backend,py,171,services/gis_harness,,pending,,
app/services/gis_harness/product_facets.py,backend,py,179,services/gis_harness,,pending,,
app/services/gis_harness/product_graph.py,backend,py,716,services/gis_harness,,pending,,
app/services/gis_harness/product_lineage.py,backend,py,303,services/gis_harness,,pending,,
app/services/gis_harness/product_templates.py,backend,py,325,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/__init__.py,backend,py,64,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/_kit.py,backend,py,188,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/accessibility.py,backend,py,201,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/change_detection.py,backend,py,218,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/density.py,backend,py,215,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/disaster.py,backend,py,174,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/distribution.py,backend,py,334,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/environment.py,backend,py,166,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/equity.py,backend,py,173,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/exposure.py,backend,py,159,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/hydrology.py,backend,py,224,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/interpolation.py,backend,py,250,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/natural_resources.py,backend,py,198,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/network.py,backend,py,220,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/point_pattern.py,backend,py,175,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/public_health.py,backend,py,148,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/remote_sensing.py,backend,py,285,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/risk.py,backend,py,253,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/sar.py,backend,py,207,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/site_selection.py,backend,py,216,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/statistics.py,backend,py,354,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/suitability.py,backend,py,187,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/temporal.py,backend,py,215,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/terrain.py,backend,py,249,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/transport.py,backend,py,133,services/gis_harness,,pending,,
app/services/gis_harness/recipe_packs/urban.py,backend,py,163,services/gis_harness,,pending,,
app/services/gis_harness/recipes.py,backend,py,1079,services/gis_harness,,pending,,
app/services/gis_harness/recovery_ledger.py,backend,py,354,services/gis_harness,,pending,,
app/services/gis_harness/registry_validation.py,backend,py,422,services/gis_harness,,pending,,
app/services/gis_harness/render_observation.py,backend,py,601,services/gis_harness,,pending,,
app/services/gis_harness/repair_planner.py,backend,py,410,services/gis_harness,,pending,,
app/services/gis_harness/resume_anchor.py,backend,py,462,services/gis_harness,,pending,,
app/services/gis_harness/resume_verify.py,backend,py,595,services/gis_harness,,pending,,
app/services/gis_harness/runtime_bridge.py,backend,py,817,services/gis_harness,,pending,,
app/services/gis_harness/runtime_repair.py,backend,py,637,services/gis_harness,,pending,,
app/services/gis_harness/template_catalog.py,backend,py,170,services/gis_harness,,pending,,
app/services/gis_harness/template_selector.py,backend,py,199,services/gis_harness,,pending,,
app/services/gis_harness/tool_surface.py,backend,py,244,services/gis_harness,,pending,,
app/services/gis_harness/tools.py,backend,py,1710,services/gis_harness,,pending,,
app/services/gis_harness/trace.py,backend,py,185,services/gis_harness,,pending,,
app/services/gis_harness/trace_store.py,backend,py,673,services/gis_harness,,pending,,
app/services/gis_harness/visual_evaluator.py,backend,py,153,services/gis_harness,,pending,,
app/services/gis_harness/workflow_compiler.py,backend,py,549,services/gis_harness,,pending,,
app/services/gis_harness/workflow_families.py,backend,py,614,services/gis_harness,,pending,,
app/services/gis_harness/workflow_instance.py,backend,py,1036,services/gis_harness,,pending,,
app/services/gis_harness/workflow_promotion.py,backend,py,245,services/gis_harness,,pending,,
app/services/gis_harness/workflow_schema.py,backend,py,674,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/__init__.py,backend,py,37,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/acquisition.py,backend,py,196,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/cartography.py,backend,py,155,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/compiler_v4.py,backend,py,390,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/diff.py,backend,py,272,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/evaluation.py,backend,py,210,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/methodology.py,backend,py,992,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/obligations.py,backend,py,191,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/package.py,backend,py,205,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/parameters.py,backend,py,160,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/recompute.py,backend,py,198,services/gis_harness,,pending,,
app/services/gis_harness/workflow_v4/typed_dag.py,backend,py,499,services/gis_harness,,pending,,
app/services/gis_world_state/__init__.py,backend,py,38,services/gis_world_state,,pending,,
app/services/gis_world_state/mutation.py,backend,py,600,services/gis_world_state,,pending,,
app/services/gis_world_state/provenance.py,backend,py,133,services/gis_world_state,,pending,,
app/services/gis_world_state/state.py,backend,py,202,services/gis_world_state,,pending,,
app/services/history_service_async.py,backend,py,709,services,,pending,,
app/services/history_store_protocol.py,backend,py,56,services,,pending,,
app/services/jobs/__init__.py,backend,py,141,services/jobs,,pending,,
app/services/jobs/artifacts.py,backend,py,3,services/jobs,,pending,,
app/services/jobs/cancellation.py,backend,py,3,services/jobs,,pending,,
app/services/jobs/context.py,backend,py,97,services/jobs,,pending,,
app/services/jobs/lifecycle.py,backend,py,192,services/jobs,,pending,,
app/services/jobs/progress.py,backend,py,208,services/jobs,,pending,,
app/services/jobs/redaction.py,backend,py,267,services/jobs,,pending,,
app/services/jobs/store.py,backend,py,1012,services/jobs,,pending,,
app/services/jobs/submit.py,backend,py,196,services/jobs,,pending,,
app/services/jobs/views.py,backend,py,195,services/jobs,,pending,,
app/services/jobs/worker.py,backend,py,466,services/jobs,,pending,,
app/services/lakehouse/__init__.py,backend,py,23,services/lakehouse,,pending,,
app/services/lakehouse/catalog_service.py,backend,py,356,services/lakehouse,,pending,,
app/services/lakehouse/catalog_stac.py,backend,py,201,services/lakehouse,,pending,,
app/services/lakehouse/chunk_planner.py,backend,py,227,services/lakehouse,,pending,,
app/services/lakehouse/cube_schema.py,backend,py,413,services/lakehouse,,pending,,
app/services/lakehouse/cube_service.py,backend,py,561,services/lakehouse,,pending,,
app/services/lakehouse/cube_store.py,backend,py,785,services/lakehouse,,pending,,
app/services/lakehouse/data_object.py,backend,py,542,services/lakehouse,,pending,,
app/services/lakehouse/dr.py,backend,py,319,services/lakehouse,,pending,,
app/services/lakehouse/labeled_selection.py,backend,py,232,services/lakehouse,,pending,,
app/services/lakehouse/lakehouse_gc.py,backend,py,390,services/lakehouse,,pending,,
app/services/lakehouse/lineage.py,backend,py,78,services/lakehouse,,pending,,
app/services/lakehouse/project_publish.py,backend,py,362,services/lakehouse,,pending,,
app/services/lakehouse/raster_object.py,backend,py,149,services/lakehouse,,pending,,
app/services/lakehouse/rs_cube.py,backend,py,420,services/lakehouse,,pending,,
app/services/lakehouse/vector_scan.py,backend,py,200,services/lakehouse,,pending,,
app/services/lakehouse/virtual_object.py,backend,py,365,services/lakehouse,,pending,,
app/services/lakehouse/xarray_adapter.py,backend,py,363,services/lakehouse,,pending,,
app/services/layer_service.py,backend,py,83,services,,pending,,
app/services/lineage_service.py,backend,py,361,services,,pending,,
app/services/llm_result_formatter.py,backend,py,371,services,,pending,,
app/services/local_first.py,backend,py,669,services,,pending,,
app/services/local_osm.py,backend,py,447,services,,pending,,
app/services/local_poi.py,backend,py,1159,services,,pending,,
app/services/local_yearbook.py,backend,py,676,services,,pending,,
app/services/map_product_service.py,backend,py,788,services,,pending,,
app/services/mapspec/__init__.py,backend,py,77,services/mapspec,,pending,,
app/services/mapspec/checkpoint.py,backend,py,558,services/mapspec,,pending,,
app/services/mapspec/composite_builder.py,backend,py,475,services/mapspec,,pending,,
app/services/mapspec/coordinator.py,backend,py,149,services/mapspec,,pending,,
app/services/mapspec/lifecycle_engine.py,backend,py,2668,services/mapspec,,pending,,
app/services/mapspec/pipeline.py,backend,py,178,services/mapspec,,pending,,
app/services/mapspec/store.py,backend,py,614,services/mapspec,,pending,,
app/services/mapspec_checkpoint_store.py,backend,py,7,services,,pending,,
app/services/mapspec_compile_coordinator.py,backend,py,7,services,,pending,,
app/services/mapspec_layer_pipeline.py,backend,py,7,services,,pending,,
app/services/mapspec_source.py,backend,py,136,services,,pending,,
app/services/mapspec_store.py,backend,py,417,services,,pending,,
app/services/mapspec_to_svg.py,backend,py,1268,services,,pending,,
app/services/modelops/__init__.py,backend,py,0,services/modelops,,pending,,
app/services/modelops/artifacts.py,backend,py,173,services/modelops,,pending,,
app/services/modelops/config.py,backend,py,116,services/modelops,,pending,,
app/services/modelops/engine.py,backend,py,1284,services/modelops,,pending,,
app/services/modelops/evaluation_service.py,backend,py,163,services/modelops,,pending,,
app/services/modelops/loaded_cache.py,backend,py,221,services/modelops,,pending,,
app/services/modelops/manifest.py,backend,py,83,services/modelops,,pending,,
app/services/modelops/providers/__init__.py,backend,py,5,services/modelops,,pending,,
app/services/modelops/providers/base.py,backend,py,289,services/modelops,,pending,,
app/services/modelops/providers/extension_adapter.py,backend,py,226,services/modelops,,pending,,
app/services/modelops/providers/fake_remote.py,backend,py,140,services/modelops,,pending,,
app/services/modelops/providers/mock_gpu.py,backend,py,193,services/modelops,,pending,,
app/services/modelops/providers/promptable_reference.py,backend,py,205,services/modelops,,pending,,
app/services/modelops/providers/remote_client.py,backend,py,334,services/modelops,,pending,,
app/services/modelops/providers/temporal_reference.py,backend,py,173,services/modelops,,pending,,
app/services/modelops/providers/tiny_detection.py,backend,py,147,services/modelops,,pending,,
app/services/modelops/providers/tiny_instance.py,backend,py,114,services/modelops,,pending,,
app/services/modelops/providers/tiny_reference.py,backend,py,219,services/modelops,,pending,,
app/services/modelops/registry.py,backend,py,430,services/modelops,,pending,,
app/services/modelops/reuse.py,backend,py,191,services/modelops,,pending,,
app/services/modelops/seeds.py,backend,py,244,services/modelops,,pending,,
app/services/modelops/service.py,backend,py,361,services/modelops,,pending,,
app/services/mvt.py,backend,py,1804,services,,pending,,
app/services/nature_resource_analyzer.py,backend,py,277,services,,pending,,
app/services/network/__init__.py,backend,py,65,services/network,,pending,,
app/services/network/accessibility.py,backend,py,257,services/network,,pending,,
app/services/network/allocation.py,backend,py,1121,services/network,,pending,,
app/services/network/centrality.py,backend,py,370,services/network,,pending,,
app/services/network/engine.py,backend,py,979,services/network,,pending,,
app/services/network/facility.py,backend,py,245,services/network,,pending,,
app/services/network/graph_builder.py,backend,py,482,services/network,,pending,,
app/services/network/interaction.py,backend,py,315,services/network,,pending,,
app/services/network/models.py,backend,py,295,services/network,,pending,,
app/services/network/od_matrix.py,backend,py,351,services/network,,pending,,
app/services/network/routing.py,backend,py,843,services/network,,pending,,
app/services/network/scale_guard.py,backend,py,66,services/network,,pending,,
app/services/network/service_area.py,backend,py,410,services/network,,pending,,
